Gene_name,UniProtKB_ID,Occurrence,Kmer_distance_median,ANI_median,Flank_index_median,Procrustes_correlation,Procrustes_signif,Mantel_correlation,Mantel_signif,Man_signif_FDR_adjusted,Roary_annotation,KEGG_pathway,GO_BP_term,GO_MF_term,GO_CC_term
group_16746,NA,48,8832,98.80740,100.00000,0.33176,0.00600,0.81032,0.00100,0.00156,putative protein YfgJ,NA,NA,NA,NA
group_17217,NA,48,21063,97.11979,92.30769,0.20726,0.21200,0.10503,0.11700,0.13637,hypothetical protein,NA,NA,NA,NA
group_19613 (espC),Q9EZE7,48,5972,99.51547,100.00000,0.22406,0.13700,-0.07621,0.73800,0.75163,Serine protease EspC,NA,NA,NA,NA
group_24355,NA,48,17197,98.88588,54.54545,0.21916,0.16100,0.13025,0.07400,0.08904,hypothetical protein,NA,NA,NA,NA
group_24356 (dsbC_2),P0AEG6,48,17360,98.91975,54.54545,0.21690,0.18100,0.13408,0.05400,0.06659,Thiol:disulfide interchange protein DsbC,NA,protein phosphopantetheinylation/chaperone-mediated protein folding/protein folding/macromolecule modification/response to inorganic substance/response to metal ion/protein modification process/response to copper ion/response to chemical/protein metabolic process,"intramolecular oxidoreductase activity/oxidoreductase activity, acting on a sulfur group of donors/disulfide oxidoreductase activity/protein-disulfide reductase activity/oxidoreductase activity/catalytic activity, acting on a protein/isomerase activity",envelope/cell envelope/outer membrane-bounded periplasmic space/periplasmic space
group_26252,NA,48,31221,94.92714,66.66667,0.34218,0.00900,0.58589,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_26707,NA,48,1102,99.96562,100.00000,0.05475,0.84900,0.74082,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_26725,NA,48,64,99.98945,100.00000,0.02972,0.94700,0.05555,0.26100,0.28702,hypothetical protein,NA,NA,NA,NA
group_27431,NA,48,29920,99.88728,80.00000,0.23604,0.28900,-0.05121,0.66500,0.68155,hypothetical protein,NA,NA,NA,NA
group_32837,NA,48,1510,99.98166,100.00000,0.28516,0.02900,0.35260,0.03200,0.04087,hypothetical protein,NA,NA,NA,NA
group_5463,NA,48,37334.5,94.54234,66.66667,0.34256,0.00600,0.66468,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_5864,NA,48,39054,99.96954,93.33333,0.52564,0.00200,0.05184,0.26400,0.28992,IS5 family transposase ISPrst2,NA,NA,NA,NA
group_7375,NA,48,38748,91.77836,0.00000,0.19185,0.28800,0.01987,0.34200,0.36750,hypothetical protein,NA,NA,NA,NA
group_7600,NA,48,4601,99.93951,100.00000,0.10420,0.62600,0.19731,0.01700,0.02252,hypothetical protein,NA,NA,NA,NA
group_9118,NA,48,32361,97.59662,28.57143,0.40567,0.00200,0.29684,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9229,NA,48,32871,98.67912,90.90909,0.14782,0.47500,0.07052,0.20100,0.22534,hypothetical protein,NA,NA,NA,NA
group_9592,NA,48,812,99.18582,100.00000,0.06084,0.84100,0.53514,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
wbnJ,Q4KXC9,48,2434,99.88963,100.00000,0.05424,0.89600,0.27314,0.01700,0.02252,O-antigen biosynthesis glycosyltransferase WbnJ,NA,NA,NA,NA
yddM_1,P67700,48,39662,97.13731,22.22222,0.40338,0.00300,0.60729,0.00100,0.00156,putative HTH-type transcriptional regulator YddM,NA,NA,NA,NA
group_11137,NA,47,37699,99.88170,100.00000,0.18965,0.29900,0.84812,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_11524,NA,47,9868,98.71391,94.44444,0.39236,0.00300,0.80932,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_13497,NA,47,31892,98.50644,28.57143,0.52222,0.00100,0.40055,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_14200,NA,47,34983,96.12658,10.00000,0.34430,0.06500,0.36942,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16449,NA,47,39781,99.51218,100.00000,0.29482,0.03800,0.48578,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16707,NA,47,39900,97.52193,0.00000,0.39601,0.00300,0.78364,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16811,NA,47,35047,95.42773,36.36364,0.22171,0.17200,0.34135,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16812,NA,47,39082,92.41544,0.00000,0.25319,0.09400,0.40873,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_19400 (kpsT),P23888,47,24945,97.14470,90.00000,0.23159,0.13800,0.19880,0.00100,0.00156,Polysialic acid transport ATP-binding protein KpsT,NA,NA,NA,NA
group_19664,NA,47,6968,99.04005,100.00000,0.31153,0.03600,0.94173,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_20041,NA,47,35941,95.11820,44.44444,0.16901,0.53300,0.22776,0.05400,0.06659,hypothetical protein,NA,NA,NA,NA
group_24487,NA,47,34904,95.20905,100.00000,0.29997,0.03000,0.66930,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_24647,NA,47,27840,97.70523,50.00000,0.31393,0.01900,0.62778,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_26365,NA,47,39210,95.74465,14.28571,0.21072,0.21700,-0.07257,0.82800,0.83898,hypothetical protein,NA,NA,NA,NA
group_30041,NA,47,1970,99.77919,74.34211,0.15096,0.58100,0.08804,0.13400,0.15468,hypothetical protein,NA,NA,NA,NA
group_30437,NA,47,8304,98.68127,100.00000,0.15648,0.41000,0.68288,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_5454,NA,47,39475,89.08492,28.57143,0.30571,0.04600,0.14100,0.03000,0.03844,hypothetical protein,NA,NA,NA,NA
group_6269,NA,47,38548,96.00733,33.33333,0.10820,0.83500,0.18555,0.02400,0.03118,hypothetical protein,NA,NA,NA,NA
group_9356,NA,47,39077,99.69638,100.00000,0.42531,0.00200,0.66350,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9706,NA,47,7477,98.58220,80.00000,0.17622,0.48100,0.03581,0.36600,0.39149,hypothetical protein,NA,NA,NA,NA
group_9707,NA,47,10060,98.51228,92.30769,0.13395,0.72500,0.00456,0.47900,0.50170,hypothetical protein,NA,NA,NA,NA
klcA_4,P52603,47,7450,98.65341,72.72727,0.17903,0.47400,-0.00194,0.46800,0.49116,Antirestriction protein KlcA,NA,NA,NA,NA
rfbB_1,P26391,47,18776,98.09881,82.35294,0.21764,0.18200,0.03856,0.16900,0.19170,"dTDP-glucose 4,6-dehydratase",NA,NA,NA,NA
rfbC_1,P26394,47,16133,98.09847,84.21053,0.17848,0.35200,0.21927,0.00100,0.00156,"dTDP-4-dehydrorhamnose 3,5-epimerase",NA,NA,NA,NA
rfbD_1,P37778,47,17504,97.54642,87.50000,0.20643,0.19600,0.17377,0.00100,0.00156,dTDP-4-dehydrorhamnose reductase,O-Antigen nucleotide sugar biosynthesis,NA,NA,NA
rmlA,P26393,47,17004,98.08668,85.71429,0.19172,0.28600,0.26017,0.00100,0.00156,Glucose-1-phosphate thymidylyltransferase,NA,NA,NA,NA
group_10584,NA,46,38705,97.77892,25.00000,0.07654,0.86700,0.14079,0.03400,0.04329,hypothetical protein,NA,NA,NA,NA
group_12752,NA,46,12954,99.37493,40.00000,0.24521,0.10100,0.08840,0.18200,0.20571,hypothetical protein,NA,NA,NA,NA
group_12771,NA,46,39472,93.61510,57.14286,0.44959,0.00200,0.81389,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_13281,NA,46,26697,99.56374,75.00000,0.13737,0.59700,-0.11885,0.91000,0.91679,hypothetical protein,NA,NA,NA,NA
group_13562,NA,46,2721,99.78995,88.88889,0.04598,0.96100,0.30394,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_14206,NA,46,35285,99.89348,100.00000,0.12335,0.59000,0.73904,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_15941,NA,46,35390,99.82562,75.86207,0.41505,0.00100,0.94377,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16510,NA,46,13862,99.41147,40.00000,0.24998,0.07700,0.14475,0.04600,0.05743,hypothetical protein,NA,NA,NA,NA
group_16703,NA,46,20614,97.70591,82.35294,0.22805,0.14300,0.33320,0.00300,0.00440,hypothetical protein,NA,NA,NA,NA
group_17162,NA,46,38651,94.05299,20.00000,0.25807,0.12800,0.21557,0.00900,0.01240,hypothetical protein,NA,NA,NA,NA
group_18200,NA,46,7996,98.45178,88.88889,0.06695,0.96200,0.07193,0.22900,0.25412,hypothetical protein,NA,NA,NA,NA
group_18202,NA,46,7880,98.68575,83.33333,0.19251,0.41100,0.07517,0.22800,0.25319,hypothetical protein,NA,NA,NA,NA
group_18204,NA,46,7485,98.72841,83.33333,0.18691,0.40900,0.09718,0.16800,0.19084,hypothetical protein,NA,NA,NA,NA
group_18216,NA,46,28664,95.66608,42.10526,0.61132,0.01100,-0.00588,0.47600,0.49897,hypothetical protein,NA,NA,NA,NA
group_19610 (hns_2),P0DOA5,46,9882,99.93338,100.00000,0.14703,0.39600,0.19772,0.05800,0.07112,DNA-binding protein H-NS,NA,NA,NA,NA
group_19615,NA,46,1030,99.97098,100.00000,0.25710,0.05600,0.20389,0.09200,0.10914,hypothetical protein,NA,NA,NA,NA
group_20994,NA,46,31054.5,98.89563,50.00000,0.30300,0.03300,0.84357,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_24357,NA,46,15384,99.32057,40.00000,0.25957,0.10100,0.12131,0.12400,0.14393,hypothetical protein,NA,NA,NA,NA
group_25886 (ssb_2),P25762,46,25709,99.49471,75.00000,0.12647,0.66200,-0.11811,0.91200,0.91866,Single-stranded DNA-binding protein,NA,NA,NA,NA
group_26654,NA,46,33784,96.43800,0.00000,0.35176,0.05800,0.17527,0.11000,0.12871,hypothetical protein,NA,NA,NA,NA
group_27408 (blc_2),P0A901,46,34055.5,97.23285,46.15385,0.43126,0.01500,0.27679,0.00100,0.00156,Outer membrane lipoprotein Blc,NA,cellular response to stress/cellular response to DNA damage stimulus,lipid binding,external encapsulating structure/envelope/cell envelope/outer membrane/cell outer membrane
group_27426,NA,46,3836,99.84604,93.33333,0.10055,0.80200,0.03999,0.24100,0.26660,hypothetical protein,NA,NA,NA,NA
group_27427,NA,46,3855,99.79922,82.35294,0.10302,0.78600,0.11352,0.16000,0.18234,hypothetical protein,NA,NA,NA,NA
group_27428,NA,46,4414,99.77689,82.35294,0.10535,0.78600,0.11333,0.15100,0.17277,hypothetical protein,NA,NA,NA,NA
group_28027,NA,46,8267,99.32105,40.00000,0.16306,0.46000,0.09364,0.14100,0.16226,hypothetical protein,NA,NA,NA,NA
group_28031,NA,46,7976,99.02270,100.00000,0.12632,0.68800,0.13215,0.07400,0.08904,hypothetical protein,NA,NA,NA,NA
group_28252,NA,46,37017,93.52622,7.40741,0.49637,0.00100,0.38615,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_31363,NA,46,39864,99.96001,100.00000,0.32727,0.00500,0.73461,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_3902,NA,46,38221,93.66873,0.00000,0.67090,0.00100,0.43042,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_40076,NA,46,39772,99.18185,0.00000,0.63040,0.00100,0.85900,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_4417,NA,46,7967,99.17049,100.00000,0.16626,0.44200,0.09846,0.13500,0.15572,hypothetical protein,NA,NA,NA,NA
group_5725,NA,46,36981,96.06015,64.00000,0.63250,0.00100,0.88686,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_6826,NA,46,35760,92.97974,22.22222,0.22875,0.24500,0.34645,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_7711,NA,46,39803,95.51131,0.00000,0.26044,0.21500,0.17770,0.02500,0.03240,hypothetical protein,NA,NA,NA,NA
group_8430,NA,46,39915.5,96.28651,80.00000,0.20270,0.34400,0.29571,0.00800,0.01112,hypothetical protein,NA,NA,NA,NA
group_8494,NA,46,37815,92.48237,36.36364,0.29195,0.04400,0.57020,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_8574,NA,46,38334,98.59957,36.93182,0.36891,0.00500,0.17542,0.02600,0.03363,hypothetical protein,NA,NA,NA,NA
group_9956,NA,46,35172,96.19974,8.33333,0.20722,0.55700,0.36761,0.02400,0.03118,hypothetical protein,NA,NA,NA,NA
traI_2,Q00191,46,8308,98.67069,75.00000,0.11416,0.82500,0.01323,0.41900,0.44310,Protein TraI,NA,NA,NA,NA
ydiO_1,O34939,46,39860,99.96205,100.00000,0.31426,0.00300,0.76537,0.00100,0.00156,putative BsuMI modification methylase subunit YdiO,NA,NA,NA,NA
group_11293,NA,45,5218,99.84486,100.00000,0.13848,0.61100,0.28421,0.02100,0.02749,hypothetical protein,NA,NA,NA,NA
group_12174,NA,45,18574,97.79646,97.67442,0.16322,0.39300,0.78350,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_12755,NA,45,15686,98.76494,0.00000,0.23644,0.13600,0.14134,0.07000,0.08446,hypothetical protein,NA,NA,NA,NA
group_12768 (bshA),Q81ST7,45,19135,97.42859,96.55172,0.41869,0.00200,0.82879,0.00100,0.00156,N-acetyl-alpha-D-glucosaminyl L-malate synthase,NA,NA,NA,NA
group_13283,NA,45,34241,99.21156,80.00000,0.13658,0.61400,0.20582,0.03700,0.04685,hypothetical protein,NA,NA,NA,NA
group_13301,NA,45,11075,98.60863,96.29630,0.32188,0.01900,0.85464,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_13510,NA,45,39813,97.30443,83.33333,0.15322,0.51500,0.30323,0.00700,0.00981,hypothetical protein,NA,NA,NA,NA
group_13763,NA,45,33643,96.27813,50.00000,0.41181,0.00500,0.33146,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_16516,NA,45,15767,98.87123,0.00000,0.23984,0.13200,0.19848,0.01100,0.01497,hypothetical protein,NA,NA,NA,NA
group_18219,NA,45,7455,98.76117,92.30769,0.18140,0.45400,-0.01837,0.50800,0.52998,hypothetical protein,NA,NA,NA,NA
group_25851,NA,45,38384,98.91994,0.00000,0.27780,0.08600,0.01417,0.40200,0.42662,hypothetical protein,NA,NA,NA,NA
group_27429,NA,45,4964,99.79767,87.50000,0.10762,0.76400,0.01066,0.26100,0.28702,hypothetical protein,NA,NA,NA,NA
group_3492,NA,45,39530,90.69887,0.00000,0.49711,0.00100,0.28156,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9275,NA,45,38657,92.97375,0.00000,0.20028,0.32400,0.25224,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
hiuH_2,P76341,45,32301.5,96.93722,48.00000,0.42457,0.01600,0.32979,0.00100,0.00156,5-hydroxyisourate hydrolase,Microbial metabolism in diverse environments,purine-containing compound metabolic process/nucleobase-containing small molecule metabolic process/nucleobase metabolic process/purine nucleobase metabolic process,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides/hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",periplasmic space
virB6,Q9RPX9,45,10746,99.78989,100.00000,0.09114,0.80700,0.22250,0.03700,0.04685,Type IV secretion system protein VirB6,NA,NA,NA,NA
epsH_1,P71057,44,19175,97.36224,100.00000,0.45491,0.00200,0.82985,0.00100,0.00156,Putative glycosyltransferase EpsH,NA,NA,NA,NA
group_10711,NA,44,9494,99.31172,100.00000,0.30367,0.03100,0.94736,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_10712,NA,44,11788,99.35980,95.65217,0.31223,0.02000,0.91852,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_11570 (virB4),Q9RPY1,44,3023,99.92373,80.00000,0.17451,0.59800,-0.08031,0.63000,0.64767,Type IV secretion system protein virB4,NA,NA,NA,NA
group_11978 (yraJ),P42915,44,9978,99.24142,100.00000,0.30014,0.02500,0.95324,0.00100,0.00156,Outer membrane usher protein YraJ,Two-component system,pilus organization/cell projection organization/cellular component organization/cellular component assembly/cellular component organization or biogenesis/cellular response to stress/cellular component biogenesis/pilus assembly/cellular response to DNA damage stimulus/cell projection assembly,channel activity/passive transmembrane transporter activity/porin activity/wide pore channel activity,external encapsulating structure/envelope/cell envelope/outer membrane/cell outer membrane
group_12608,NA,44,18462,99.60416,92.30769,0.32807,0.01800,0.64056,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_12920,NA,44,8752,99.22710,100.00000,0.29409,0.03200,0.95546,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_12999,NA,44,15349,99.11256,54.54545,0.30259,0.03800,0.40480,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_13138 (yadL),P37017,44,14646,97.73257,100.00000,0.52911,0.00100,0.93139,0.00100,0.00156,putative fimbrial-like protein YadL,NA,pilus organization/cell adhesion/cell adhesion involved in biofilm formation/cell adhesion involved in single-species biofilm formation/cell-substrate adhesion/submerged biofilm formation/single-species submerged biofilm formation/cell projection organization/cellular component organization/biofilm formation/aggregation of unicellular organisms/cell aggregation/single-species biofilm formation/biological process involved in intraspecies interaction between organisms/cellular component organization or biogenesis,NA,pilus/cell projection
group_13621,NA,44,39057,96.13349,22.22222,0.21880,0.20400,0.42272,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_13820,NA,44,25697,96.22921,85.71429,0.14575,0.62800,0.17361,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_17488,NA,44,24712,98.88810,85.71429,0.16391,0.36400,0.35538,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_18921,NA,44,36130,97.71369,12.50000,0.22543,0.19600,0.53813,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_24253,NA,44,38638,99.70176,100.00000,0.17417,0.30900,0.18632,0.05800,0.07112,hypothetical protein,NA,NA,NA,NA
group_24284,NA,44,33863,96.11754,44.44444,0.31528,0.04800,0.33837,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_24996,NA,44,12225,99.53578,61.53846,0.28817,0.04100,0.48073,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_25426,NA,44,39641,98.98433,28.57143,0.10970,0.66000,0.39131,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_25852,NA,44,39103,99.94660,0.00000,0.44531,0.01200,-0.20096,0.93500,0.94034,hypothetical protein,NA,NA,NA,NA
group_25859,NA,44,12226.5,99.54370,66.66667,0.33930,0.01000,0.10789,0.12400,0.14393,hypothetical protein,NA,NA,NA,NA
group_25883,NA,44,4904,99.41985,88.88889,0.06902,0.89000,-0.00315,0.48500,0.50757,hypothetical protein,NA,NA,NA,NA
group_25884,NA,44,4142,99.42452,85.71429,0.06676,0.90900,-0.02112,0.69100,0.70671,hypothetical protein,NA,NA,NA,NA
group_25890,NA,44,21426.5,99.44299,66.66667,0.11193,0.76300,0.06695,0.26300,0.28897,hypothetical protein,NA,NA,NA,NA
group_26419,NA,44,39768,99.85489,87.50000,0.22969,0.66000,-0.01887,0.57400,0.59308,hypothetical protein,NA,NA,NA,NA
group_26585,NA,44,39812,97.99839,50.00000,0.09387,0.83700,0.23864,0.04200,0.05278,hypothetical protein,NA,NA,NA,NA
group_26755,NA,44,7788,99.36914,94.73684,0.32163,0.03000,-0.02311,0.68800,0.70376,hypothetical protein,NA,NA,NA,NA
group_27682,NA,44,38416,95.51872,54.54545,0.36605,0.00700,0.87213,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_29144,NA,44,28299,97.60776,80.00000,0.44320,0.03900,0.07574,0.25200,0.27785,hypothetical protein,NA,NA,NA,NA
group_29424,NA,44,20635,99.17127,84.61538,0.45024,0.00200,0.45953,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_30047,NA,44,16992,99.78433,80.00000,0.13341,0.75000,-0.02660,0.38900,0.41414,hypothetical protein,NA,NA,NA,NA
group_3008,NA,44,33285,93.88532,32.00000,0.41394,0.01200,0.41913,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_3853,NA,44,39869,94.40402,0.00000,0.30637,0.04800,0.62279,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_5261,NA,44,39815,95.20972,40.00000,0.51369,0.00100,0.21584,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_5843,NA,44,39474,94.35059,75.00000,0.18328,0.43900,0.36345,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_6379,NA,44,32443,94.75247,54.54545,0.18656,0.39400,0.37670,0.00200,0.00300,hypothetical protein,NA,NA,NA,NA
group_6731 (virF),P0A2T1,44,14447,99.15804,95.65217,0.24521,0.13800,0.90098,0.00100,0.00156,Virulence regulon transcriptional activator VirF,NA,NA,NA,NA
group_67699,NA,44,29324,97.74186,48.00000,0.24027,0.22100,0.78039,0.00100,0.00156,Prophage bactoprenol-linked glucose translocase,NA,NA,NA,NA
group_8165,NA,44,22262,98.45197,76.92308,0.29806,0.04000,0.28977,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_8319,NA,44,38051,99.05825,73.68421,0.49925,0.00100,0.25523,0.06500,0.07903,hypothetical protein,NA,NA,NA,NA
group_8458,NA,44,8424,99.30232,88.88889,0.05718,0.92500,0.04834,0.24600,0.27161,hypothetical protein,NA,NA,NA,NA
group_8653,NA,44,39443,97.05693,0.00000,0.27102,0.19300,0.28500,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9289,NA,44,18545,99.57976,36.36364,0.36836,0.01200,0.31551,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_9293,NA,44,39918,93.18027,40.00000,0.11487,0.63300,0.06689,0.06300,0.07672,hypothetical protein,NA,NA,NA,NA
hxuB,P45356,44,27487,95.05097,33.33333,0.40533,0.01600,0.54604,0.00100,0.00156,Heme/hemopexin transporter protein HuxB,NA,NA,NA,NA
